;Class;Order;Family
denovo120117;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo25771;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family
denovo3638;Subgroup 6;uncultured bacterium;0
denovo20320;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo119974;Anaerolineae;Anaerolineales;Anaerolineaceae
denovo114768;Cyanobacteria;SubsectionI;FamilyI
denovo125033;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo18040;Bacilli;Bacillales;Paenibacillaceae
denovo23037;Gammaproteobacteria;HTA4;uncultured bacterium
denovo116760;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
denovo124968;Sphingobacteriia;Sphingobacteriales;env.OPS 17
denovo2303;Opitutae;Opitutae vadinHA64;uncultured bacterium
denovo25936;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae
denovo154896;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo11671;Actinobacteria;Frankiales;Sporichthyaceae
denovo24060;Cyanobacteria;SubsectionI;FamilyI
denovo156311;Cyanobacteria;SubsectionI;FamilyI
denovo115688;Cyanobacteria;SubsectionI;FamilyI
denovo158458;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae
denovo161054;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae
denovo18721;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo36084;Cyanobacteria;SubsectionI;FamilyI
denovo36255;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo27912;Cyanobacteria;SubsectionI;FamilyI
denovo13620;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo127104;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family
denovo15441;Alphaproteobacteria;SAR11 clade;LD12 freshwater group
denovo155852;Gammaproteobacteria;Chromatiales;Chromatiaceae
denovo111218;Bacteroidetes Incertae Sedis;Order II;Rhodothermaceae
denovo109757;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo137018;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo41711;Cyanobacteria;SubsectionIII;FamilyI
denovo20907;Cyanobacteria;SubsectionI;FamilyI
denovo37863;Opitutae;Opitutales;Opitutaceae
denovo15146;Actinobacteria;Frankiales;Sporichthyaceae
denovo32457;Candidatus Moranbacteria;uncultured bacterium;0
denovo114144;Cyanobacteria;SubsectionI;FamilyI
denovo152573;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae
denovo28370;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo34294;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo4428;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo123196;Betaproteobacteria;Burkholderiales;Oxalobacteraceae
denovo154945;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo132636;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
denovo159967;Actinobacteria;Micrococcales;Microbacteriaceae
denovo44026;Cyanobacteria;SubsectionI;FamilyI
denovo34494;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae
denovo115813;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae
denovo156657;Sphingobacteriia;Sphingobacteriales;env.OPS 17
denovo19523;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
denovo115458;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo2561;Actinobacteria;Micrococcales;Microbacteriaceae
denovo31598;Cyanobacteria;SubsectionI;FamilyI
denovo34491;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium
denovo123765;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
denovo28537;Deltaproteobacteria;Myxococcales;Nannocystaceae
denovo1640;Fusobacteriia;Fusobacteriales;Fusobacteriaceae
denovo40467;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae
denovo13238;Actinobacteria;Frankiales;Sporichthyaceae
denovo157415;Cyanobacteria;SubsectionI;FamilyI
denovo115315;Bacteroidia;Bacteroidales;Porphyromonadaceae
denovo33149;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo16520;Betaproteobacteria;Burkholderiales;Burkholderiaceae
denovo153857;Betaproteobacteria;Burkholderiales;Burkholderiaceae
denovo2866;uncultured bacterium;0;0
denovo104152;Chloroplast;0;0
denovo109066;Cyanobacteria;SubsectionI;FamilyI
denovo104851;Cyanobacteria;SubsectionI;FamilyI
denovo64772;Bacteroidia;Bacteroidales;Porphyromonadaceae
denovo7384;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo61703;Deltaproteobacteria;Bradymonadales;uncultured bacterium
denovo67843;Cyanobacteria;SubsectionI;FamilyI
denovo75772;Cyanobacteria;SubsectionI;FamilyI
denovo68173;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium
denovo66843;Cyanobacteria;SubsectionI;FamilyI
denovo67210;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae
denovo63269;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
denovo73812;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo76165;Actinobacteria;Micrococcales;Microbacteriaceae
denovo61841;Cyanobacteria;SubsectionI;FamilyI
denovo69069;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo66431;OPB35 soil group;uncultured bacterium;0
denovo71079;Cyanobacteria;SubsectionI;FamilyI
denovo70614;Betaproteobacteria;Methylophilales;Methylophilaceae
denovo64907;Cytophagia;Cytophagales;Cytophagaceae
denovo73852;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo71406;Cyanobacteria;SubsectionI;FamilyI
denovo105650;Sphingobacteriia;Sphingobacteriales;Lentimicrobiaceae
denovo101635;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo86009;Cyanobacteria;SubsectionIII;FamilyI
denovo5789;Alphaproteobacteria;Rhizobiales;A0839
denovo57695;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo97965;Cyanobacteria;SubsectionI;FamilyI
denovo77952;Cyanobacteria;SubsectionI;FamilyI
denovo96442;Bacilli;Bacillales;Planococcaceae
denovo83513;Cyanobacteria;SubsectionI;FamilyI
denovo95769;Opitutae;Puniceicoccales;Puniceicoccaceae
denovo83691;uncultured bacterium;0;0
denovo93745;Alphaproteobacteria;SAR11 clade;LD12 freshwater group
denovo99626;Betaproteobacteria;Neisseriales;Neisseriaceae
denovo82891;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo61097;Subgroup 6;uncultured Acidobacteria bacterium;0
denovo91175;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae
denovo99161;Bacteroidia;Bacteroidales;Prevotellaceae
denovo83142;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo60438;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo97232;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo85067;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
denovo57624;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo79849;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis
denovo93719;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
denovo60161;Actinobacteria;Frankiales;Sporichthyaceae
denovo85534;Cyanobacteria;SubsectionI;FamilyI
denovo9660;Gammaproteobacteria;Legionellales;Legionellaceae
denovo76704;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo58877;Cyanobacteria;SubsectionI;FamilyI
denovo7757;Actinobacteria;Micrococcales;Microbacteriaceae
denovo60794;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae
denovo83226;Cyanobacteria;SubsectionI;FamilyI
denovo94108;Actinobacteria;Micrococcales;Microbacteriaceae
denovo85685;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo106919;Gammaproteobacteria;0;0
denovo100385;Gammaproteobacteria;0;0
denovo141533;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo142268;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae
denovo141557;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo141928;Gammaproteobacteria;Aeromonadales;Aeromonadaceae
denovo87520;Chloroplast;0;0
denovo88353;Cyanobacteria;SubsectionI;FamilyI
denovo141770;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
denovo142567;Actinobacteria;Frankiales;Sporichthyaceae
denovo88630;OPB35 soil group;0;0
denovo89127;Cyanobacteria;SubsectionI;FamilyI
denovo142756;uncultured bacterium;0;0
denovo141140;Actinobacteria;Frankiales;Sporichthyaceae
denovo109513;Spartobacteria;Chthoniobacterales;Chthoniobacterales Incertae Sedis
denovo145245;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo147644;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
denovo149784;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
denovo150641;Chloroplast;0;0
denovo149874;uncultured bacterium;0;0
denovo14560;Betaproteobacteria;Burkholderiales;Burkholderiaceae
denovo150430;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae
denovo14837;Bacteroidia;Bacteroidia Incertae Sedis;Draconibacteriaceae
denovo148996;Nitrospira;Nitrospirales;Nitrospiraceae
denovo14507;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo145572;Betaproteobacteria;Burkholderiales;0
denovo51986;Cyanobacteria;SubsectionI;FamilyI
denovo5099;Fusobacteriia;Fusobacteriales;Leptotrichiaceae
denovo56979;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
denovo47698;uncultured bacterium;0;0
denovo52130;Actinobacteria;PeM15;uncultured bacterium
denovo56482;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo56004;Planctomycetacia;Planctomycetales;Planctomycetaceae
denovo51938;Cyanobacteria;SubsectionI;FamilyI
denovo4759;Gammaproteobacteria;Alteromonadales;Shewanellaceae
denovo49783;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo47720;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo17034;Cytophagia;Cytophagales;Flammeovirgaceae
denovo18100;Cyanobacteria;SubsectionIII;FamilyI
denovo138878;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo153070;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group
denovo3268;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo36541;Cyanobacteria;SubsectionI;FamilyI
denovo154906;Cyanobacteria;SubsectionI;FamilyI
denovo115998;Ignavibacteria;Ignavibacteriales;BSV26
denovo41870;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae
denovo138187;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo28644;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo11090;Cyanobacteria;SubsectionI;FamilyI
denovo22691;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae
denovo136902;Bacteroidia;Bacteroidales;Rikenellaceae
denovo116261;Bacteroidia;Bacteroidales;Rikenellaceae
denovo24143;Cyanobacteria;SubsectionI;FamilyI
denovo40309;Cyanobacteria;SubsectionI;FamilyI
denovo22058;Betaproteobacteria;Neisseriales;Neisseriaceae
denovo47382;Cyanobacteria;SubsectionIV;FamilyI
denovo11252;Deltaproteobacteria;Oligoflexales;Oligoflexaceae
denovo134159;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
denovo136903;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae
denovo111814;Sphingobacteriia;Sphingobacteriales;Lentimicrobiaceae
denovo154626;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo126141;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo121214;Chloroplast;0;0
denovo156129;Cyanobacteria;SubsectionI;FamilyI
denovo12438;Actinobacteria;Frankiales;Sporichthyaceae
denovo21666;Bacteroidia;Bacteroidales;Prolixibacteraceae
denovo32463;Cytophagia;Cytophagales;Cytophagaceae
denovo111678;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo38044;Candidatus Azambacteria;0;0
denovo126941;Deltaproteobacteria;Myxococcales;Blfdi19
denovo39969;Gammaproteobacteria;Legionellales;Legionellaceae
denovo18816;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae
denovo132273;Sphingobacteriia;Sphingobacteriales;Lentimicrobiaceae
denovo134020;Cyanobacteria;SubsectionI;FamilyI
denovo28357;Bacteroidia;Bacteroidia Incertae Sedis;Draconibacteriaceae
denovo115952;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo130112;Cyanobacteria;SubsectionI;FamilyI
denovo19047;Cyanobacteria;SubsectionI;FamilyI
denovo130407;Cyanobacteria;SubsectionIII;FamilyI
denovo25828;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo121463;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae
denovo118297;Thermoleophilia;Gaiellales;uncultured
denovo129764;Cyanobacteria;SubsectionI;FamilyI
denovo117564;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis
denovo163375;Spartobacteria;Chthoniobacterales;Chthoniobacterales Incertae Sedis
denovo156392;Actinobacteria;Frankiales;Sporichthyaceae
denovo120580;Bacteroidia;Bacteroidia Incertae Sedis;Draconibacteriaceae
denovo41639;Chloroplast;0;0
denovo15117;Gammaproteobacteria;Aeromonadales;Aeromonadaceae
denovo1808;Bacteroidia;Bacteroidales;Rikenellaceae
denovo27082;Bacteroidia;Bacteroidia Incertae Sedis;Draconibacteriaceae
denovo115019;Chloroplast;0;0
denovo110498;Deltaproteobacteria;Myxococcales;bacteriap25
denovo139200;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
denovo151315;Cytophagia;Cytophagales;Flammeovirgaceae
denovo155510;uncultured bacterium;0;0
denovo40335;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo116014;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae
denovo126551;Actinobacteria;Micrococcales;Microbacteriaceae
denovo36076;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo153375;Cyanobacteria;SubsectionI;FamilyI
denovo162168;Planctomycetacia;Planctomycetales;Planctomycetaceae
denovo134673;SB-5;0;0
denovo46451;Cyanobacteria;SubsectionI;FamilyI
denovo136969;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo140165;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo125223;Thermoleophilia;Solirubrobacterales;TM146
denovo130879;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo19685;Actinobacteria;Corynebacteriales;Mycobacteriaceae
denovo126535;Cyanobacteria;SubsectionI;FamilyI
denovo15218;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
denovo39958;Planctomycetacia;Planctomycetales;Planctomycetaceae
denovo127709;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo32282;Chloroplast;0;0
denovo28669;Opitutae;Opitutae vadinHA64;uncultured bacterium
denovo42589;Chloroplast;uncultured bacterium;0
denovo32086;Cyanobacteria;SubsectionI;FamilyI
denovo150915;Cyanobacteria;SubsectionI;FamilyI
denovo11539;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae
denovo118155;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo46421;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
denovo139297;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
denovo120424;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
denovo31614;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo21394;Cyanobacteria;SubsectionIII;FamilyI
denovo46855;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae
denovo127091;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo126994;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo47402;Gammaproteobacteria;Thiotrichales;Thiotrichales Incertae Sedis
denovo110272;OPB35 soil group;uncultured bacterium;0
denovo22551;Chlorobia;Chlorobiales;OPB56
denovo12517;Actinobacteria;Micrococcales;Microbacteriaceae
denovo18536;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo1610;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae
denovo45735;Actinobacteria;Frankiales;Sporichthyaceae
denovo126914;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo158149;Sphingobacteriia;Sphingobacteriales;uncultured
denovo121550;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo155996;Gammaproteobacteria;Chromatiales;Chromatiaceae
denovo125150;Actinobacteria;0;0
denovo159046;OPB35 soil group;uncultured bacterium;0
denovo22310;Cytophagia;Cytophagales;Flammeovirgaceae
denovo121799;Cyanobacteria;SubsectionI;FamilyI
denovo161997;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo139015;OPB35 soil group;0;0
denovo26621;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
denovo35576;Bacteroidia;Bacteroidales;Porphyromonadaceae
denovo123170;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo157007;Actinobacteria;Micrococcales;Microbacteriaceae
denovo4369;Ignavibacteria;Ignavibacteriales;BSV26
denovo116581;uncultured bacterium;0;0
denovo131527;Actinobacteria;Micrococcales;Microbacteriaceae
denovo160116;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo18890;Gammaproteobacteria;34P16;uncultured bacterium
denovo30016;Spartobacteria;Chthoniobacterales;Chthoniobacterales Incertae Sedis
denovo113297;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae
denovo45258;Betaproteobacteria;Neisseriales;Neisseriaceae
denovo22679;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium
denovo39392;Anaerolineae;Anaerolineales;Anaerolineaceae
denovo45739;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo39858;Opitutae;Opitutae vadinHA64;uncultured bacterium
denovo144705;Anaerolineae;Anaerolineales;Anaerolineaceae
denovo15635;Cyanobacteria;SubsectionI;FamilyI
denovo44902;uncultured bacterium;0;0
denovo126657;Cyanobacteria;SubsectionI;FamilyI
denovo154242;Actinobacteria;Micrococcales;Micrococcaceae
denovo42650;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo121438;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae
denovo13647;Chloroplast;uncultured bacterium;0
denovo28107;Actinobacteria;Frankiales;Sporichthyaceae
denovo114225;Candidatus Peribacteria;uncultured bacterium;0
denovo17048;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo135782;Betaproteobacteria;Methylophilales;Methylophilaceae
denovo24488;Chloroplast;0;0
denovo36170;Actinobacteria;Frankiales;Sporichthyaceae
denovo29518;Chloroplast;0;0
denovo122533;Actinobacteria;Micrococcales;Microbacteriaceae
denovo31328;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo134067;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group
denovo129953;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo102813;Cyanobacteria;SubsectionI;FamilyI
denovo107273;Cyanobacteria;SubsectionI;FamilyI
denovo108132;Cyanobacteria;SubsectionIV;FamilyI
denovo64251;Cyanobacteria;SubsectionI;FamilyI
denovo70545;Cyanobacteria;SubsectionIII;FamilyI
denovo75057;Spirochaetes;Spirochaetales;Spirochaetaceae
denovo70363;Ignavibacteria;Ignavibacteriales;BSV26
denovo66508;Cyanobacteria;SubsectionI;FamilyI
denovo73680;Cyanobacteria;SubsectionI;FamilyI
denovo63121;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae
denovo65192;Clostridia;Clostridiales;Ruminococcaceae
denovo67;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo75690;Actinobacteria;Frankiales;Sporichthyaceae
denovo67655;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo75019;Cyanobacteria;SubsectionI;FamilyI
denovo68528;Cyanobacteria;SubsectionI;FamilyI
denovo6615;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo65334;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
denovo62094;Actinobacteria;Frankiales;Sporichthyaceae
denovo65091;Deltaproteobacteria;Bradymonadales;uncultured bacterium
denovo73591;Cyanobacteria;SubsectionI;FamilyI
denovo67940;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae
denovo71481;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
denovo72256;Betaproteobacteria;Burkholderiales;Oxalobacteraceae
denovo100126;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo106179;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo107398;Cytophagia;Cytophagales;Cytophagaceae
denovo109134;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo9126;Bacteroidia;Bacteroidales;Rikenellaceae
denovo76588;Deltaproteobacteria;Oligoflexales;Oligoflexaceae
denovo57432;Chloroplast;0;0
denovo58601;Cyanobacteria;SubsectionI;FamilyI
denovo85017;Cyanobacteria;SubsectionI;FamilyI
denovo81034;Cyanobacteria;SubsectionI;FamilyI
denovo80619;Fusobacteriia;Fusobacteriales;Leptotrichiaceae
denovo86223;Actinobacteria;Frankiales;Sporichthyaceae
denovo91392;Clostridia;Clostridiales;Lachnospiraceae
denovo78546;Cyanobacteria;SubsectionI;FamilyI
denovo82219;Opitutae;Opitutae vadinHA64;uncultured Verrucomicrobium sp.
denovo80417;Betaproteobacteria;Burkholderiales;Oxalobacteraceae
denovo94986;Fusobacteriia;Fusobacteriales;Leptotrichiaceae
denovo57525;Anaerolineae;Anaerolineales;Anaerolineaceae
denovo600;Anaerolineae;Anaerolineales;Anaerolineaceae
denovo7655;Candidatus Nomurabacteria;0;0
denovo99193;Betaproteobacteria;Betaproteobacteria Incertae Sedis;Unknown Family
denovo84157;Opitutae;Opitutae vadinHA64;uncultured bacterium
denovo98327;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
denovo8221;Anaerolineae;Anaerolineales;Anaerolineaceae
denovo59537;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae
denovo79061;Chloroplast;0;0
denovo90449;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae
denovo57107;uncultured bacterium;0;0
denovo77038;Actinobacteria;Micrococcales;Microbacteriaceae
denovo83483;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo90196;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
