OUT,Phylum,Order,Class,Family,Species
denovo53757,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
denovo115756,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga
denovo146539,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3
denovo25585,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
denovo54873,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo132677,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Flectobacillus
denovo143765,Acidobacteria,Subgroup 17,uncultured soil bacterium,,
denovo37304,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,uncultured
denovo43106,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo3388,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo3130,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured
denovo8575,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo114018,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,BSV26,uncultured bacterium
denovo16820,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo2659,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo85491,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
denovo57958,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Methyloversatilis
denovo156545,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo80438,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,uncultured
denovo142402,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo135270,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Candidatus Aquirestis
denovo127360,Planctomycetes,OM190,uncultured bacterium,,
denovo58944,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo87727,Parcubacteria,uncultured bacterium,,,
denovo37963,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Wandonia
denovo131043,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Planktothricoides
denovo140591,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium
denovo127565,Bacteroidetes,Cytophagia,Cytophagales,MWH-CFBk5,uncultured bacterium
denovo45239,Bacteroidetes,Bacteroidetes vadinHA17,,,
denovo149491,Bacteroidetes,Bacteroidetes vadinHA17,uncultured bacterium,,
denovo9647,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera
denovo36875,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo89762,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured bacterium,
denovo121321,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,PHOS-HE36,
denovo66567,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,
denovo57012,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Candidatus Portiera
denovo123301,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas
denovo58464,Bacteroidetes,Bacteroidetes vadinHA17,,,
denovo83753,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Haliscomenobacter
denovo12168,Bacteroidetes,microbial mat metagenome,,,
denovo153005,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Cyanobacterium
denovo126522,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
denovo120883,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo111412,Deferribacteres,Deferribacteres Incertae Sedis,Unknown Order,Unknown Family,Caldithrix
denovo135216,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo41673,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacterales Incertae Sedis,Terrimicrobium
denovo139308,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Phaeodactylibacter
denovo76097,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga
denovo151339,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiales Incertae Sedis,Thiomonas
denovo95817,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,uncultured
denovo150390,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella
denovo47982,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Paucimonas
denovo84616,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Pirellula
denovo116512,Cyanobacteria,ML635J-21,uncultured bacterium,,
denovo54401,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,
denovo116183,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Blvii28 wastewater-sludge group
denovo156233,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
denovo108812,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo162161,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Paucimonas
denovo600,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo123937,Bacteroidetes,Bacteroidia,Bacteroidia Incertae Sedis,Draconibacteriaceae,uncultured
denovo123193,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Sediminibacterium
denovo7653,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo36585,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo47240,Proteobacteria,Betaproteobacteria,SC-I-84,,
denovo118154,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo105186,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylophilus
denovo68986,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Pseudarcicella
denovo20615,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
denovo106393,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Pseudohongiella
denovo73157,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Pseudohongiella
denovo109984,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured
denovo14572,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
denovo85003,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo68827,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo11751,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
denovo22518,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
denovo73290,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera
denovo79406,Parcubacteria,uncultured bacterium,,,
denovo121091,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,uncultured
denovo63438,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo79789,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo35462,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo95009,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia
denovo2042,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo87451,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Propionivibrio
denovo17149,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo27262,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo95574,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo22940,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo130008,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera
denovo75789,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo25397,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo86140,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo138442,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Limnoluna
denovo65624,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo120387,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured bacterium,
denovo95897,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Phaeodactylibacter
denovo5111,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,
denovo100011,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured bacterium
denovo130248,Elusimicrobia,Elusimicrobia,Lineage IV,uncultured bacterium,
denovo159671,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Planktothrix
denovo148847,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Candidatus Aquirestis
denovo18635,Chloroflexi,SJA-15,,,
denovo140020,Bacteroidetes,Bacteroidia,Bacteroidia Incertae Sedis,Draconibacteriaceae,uncultured
denovo162931,Cyanobacteria,Cyanobacteria,SubsectionII,FamilyII,Chroococcidiopsis
denovo82993,Proteobacteria,Deltaproteobacteria,Bradymonadales,uncultured delta proteobacterium,
denovo118364,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Candidatus Accumulibacter
denovo41929,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Lewinella
denovo36533,Proteobacteria,Gammaproteobacteria,Xanthomonadales,uncultured,
denovo117967,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo98851,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga
denovo144053,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured
denovo77835,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,uncultured
denovo60122,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,
denovo161977,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Phaeodactylibacter
denovo117637,Bacteroidetes,Bacteroidetes vadinHA17,uncultured bacterium,,
denovo87441,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,
denovo82372,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo129959,Proteobacteria,Alphaproteobacteria,Rhizobiales,MNG7,uncultured bacterium
denovo39767,Verrucomicrobia,OPB35 soil group,uncultured bacterium,,
denovo78347,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,
denovo118080,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo125029,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade
denovo42062,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo42770,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,uncultured
denovo12328,Verrucomicrobia,Spartobacteria,Chthoniobacterales,DA101 soil group,uncultured bacterium
denovo113309,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,MWH-UniP1 aquatic group
denovo16847,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo99978,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus
denovo20368,Verrucomicrobia,OPB35 soil group,uncultured bacterium,,
denovo89221,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter
denovo84949,Firmicutes,Bacilli,Bacillales,Planococcaceae,Jeotgalibacillus
denovo55665,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo157513,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Phaeodactylibacter
denovo8910,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfurifustis
denovo109047,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo93549,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo3733,Proteobacteria,Deltaproteobacteria,Bradymonadales,,
denovo7675,Verrucomicrobia,OPB35 soil group,uncultured bacterium,,
denovo113193,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
denovo16784,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Sediminibacterium
denovo79118,Parcubacteria,Candidatus Nomurabacteria,,,
denovo25715,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ideonella
denovo107988,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas
denovo137955,Proteobacteria,Gammaproteobacteria,,,
denovo102958,Verrucomicrobia,OPB35 soil group,uncultured bacterium,,
denovo62892,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,env.OPS 17,uncultured bacterium
denovo34018,Proteobacteria,Gammaproteobacteria,Xanthomonadales,uncultured,uncultured bacterium
denovo60828,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,
denovo120209,Fibrobacteres,Chitinivibrionia,Chitinivibrionales,Chitinivibrionaceae,possible genus 03
denovo157018,Verrucomicrobia,Opitutae,Opitutae vadinHA64,uncultured bacterium,
denovo51985,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Sediminibacterium
denovo122018,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Uliginosibacterium
denovo19816,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured
denovo40667,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo55932,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
denovo8456,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,Thiobacillus
denovo37976,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,MWH-UniP1 aquatic group
denovo65427,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo51226,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo69069,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,
denovo143456,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas
denovo67295,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
denovo9832,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
denovo124460,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira
denovo141140,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo101013,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Planktothricoides
denovo19587,Verrucomicrobia,OPB35 soil group,uncultured bacterium,,
denovo15898,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,
denovo153078,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
denovo146204,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Dinghuibacter
denovo34065,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Leptothrix
denovo157472,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo36418,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo100466,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured
denovo133894,SR1 (Absconditabacteria),uncultured bacterium,,,
denovo121491,Firmicutes,Bacilli,Bacillales,Family XII,Exiguobacterium
denovo147313,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo63789,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera
denovo7753,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo155852,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7 clade
denovo136902,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Paludibacter
denovo47497,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo40229,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,MWH-UniP1 aquatic group
denovo94654,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
denovo24315,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium
denovo53682,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo85331,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter
denovo105625,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo59305,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea
denovo98923,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo113301,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo74340,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo3292,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo9097,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Planktothricoides
denovo128761,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Ornithobacterium
denovo109007,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiaceae,[Cytophaga] xylanolytica group
denovo114268,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Planktothricoides
denovo84581,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Planktothricoides
denovo57043,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo94406,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo84602,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,uncultured
denovo110332,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Paludibacter
denovo89736,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Planktothrix
denovo113043,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella
denovo146369,Proteobacteria,Betaproteobacteria,,,
denovo116338,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,uncultured,
denovo127243,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna
denovo85389,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas
denovo82151,Proteobacteria,Betaproteobacteria,Burkholderiales,,
denovo424,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,
denovo161558,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,uncultured
denovo56695,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured
denovo62988,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Leadbetterella
denovo29670,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27 clade
denovo135346,Chlorobi,Chlorobia,Chlorobiales,OPB56,
denovo96237,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,uncultured
denovo7089,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
denovo150520,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas
denovo65851,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Pseudohongiella
denovo1096,Proteobacteria,Gammaproteobacteria,Methylococcales,Crenotrichaceae,Crenothrix
denovo143837,Verrucomicrobia,OPB35 soil group,uncultured bacterium,,
denovo65853,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo129400,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Owenweeksia
denovo47013,Saccharibacteria,uncultured bacterium,,,
denovo153586,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
denovo57758,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,
denovo11197,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,uncultured
denovo84151,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo145226,Verrucomicrobia,Opitutae,Opitutae vadinHA64,uncultured bacterium,
denovo156657,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Sediminibacterium
denovo123737,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo97074,Parcubacteria,uncultured bacterium,,,
denovo48303,Proteobacteria,Gammaproteobacteria,Xanthomonadales,uncultured,
denovo119493,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacterales Incertae Sedis,Terrimicrobium
denovo64921,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Prochlorococcus
denovo22147,Verrucomicrobia,Opitutae,Opitutae vadinHA64,uncultured bacterium,
denovo67884,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo89841,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo86621,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
denovo52457,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,Thiobacillus
denovo79277,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo66796,Saccharibacteria,uncultured bacterium,,,
denovo139775,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo40421,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo58499,Bacteroidetes,Bacteroidia,Bacteroidia Incertae Sedis,Draconibacteriaceae,uncultured
denovo37659,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Blvii28 wastewater-sludge group
denovo126301,Proteobacteria,Deltaproteobacteria,Myxococcales,Phaselicystidaceae,Phaselicystis
denovo44693,Verrucomicrobia,Opitutae,Puniceicoccales,Puniceicoccaceae,uncultured
